Data,BRZEG DOLNY (151160170) Stan wody [cm],G£OGÓW (151160060) Stan wody [cm],OSETNO (151160140) Stan wody [cm],TRESTNO (151170030) Stan wody [cm],BRZEG DOLNY (251160230) Suma opadów [mm],OSETNO (251160110) Suma opadów [mm],£ANY (251170420) Suma opadów [mm],BRZEG DOLNY (251160230) Brak pomiaru,OSETNO (251160110) Brak pomiaru,£ANY (251170420) Brak pomiaru
2020-12-19,231,273,170,321,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-20,233,256,168,320,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-21,222,263,166,316,0.3,1.6,0.0,0.0,0.0,0.0
2020-12-22,229,252,166,317,6.2,3.9,5.7,0.0,0.0,0.0
2020-12-23,223,249,166,320,4.3,4.8,3.3,0.0,0.0,0.0
2020-12-24,219,253,170,319,3.3,2.2,1.0,0.0,0.0,0.0
2020-12-25,216,247,172,322,1.1,0.0,0.5,0.0,0.0,0.0
2020-12-26,255,239,173,321,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-27,238,261,176,318,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-28,238,271,178,320,2.1,1.2,3.6,0.0,0.0,0.0
2020-12-29,237,265,180,322,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-30,233,266,180,320,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-31,259,265,180,322,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,287,280,181,324,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02,271,297,182,320,2.0,2.2,2.7,0.0,0.0,0.0
2021-01-03,270,307,181,319,7.5,7.7,3.7,0.0,0.0,0.0
2021-01-04,262,303,180,317,0.1,0.0,0.3,0.0,0.0,0.0
2021-01-05,258,300,181,317,4.9,7.6,4.7,0.0,0.0,0.0
2021-01-06,271,298,183,320,1.8,2.8,4.3,0.0,0.0,0.0
2021-01-07,288,308,187,320,1.0,0.1,0.7,0.0,0.0,0.0
2021-01-08,278,319,192,322,0.4,0.4,0.0,0.0,0.0,0.0
2021-01-09,301,321,198,326,0.4,0.6,0.0,0.0,0.0,0.0
2021-01-10,290,333,203,321,0.1,0.0,0.8,0.0,0.0,0.0
2021-01-11,287,332,207,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-12,276,326,208,319,2.4,5.2,1.8,0.0,0.0,0.0
2021-01-13,274,321,209,320,4.5,2.9,7.1,0.0,0.0,0.0
2021-01-14,267,315,209,317,2.0,2.6,1.0,0.0,0.0,0.0
2021-01-15,264,315,208,318,2.2,1.0,1.5,0.0,0.0,0.0
2021-01-16,264,302,208,320,1.2,0.3,1.4,0.0,0.0,0.0
2021-01-17,255,308,208,318,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-18,243,296,202,318,2.6,2.7,3.7,0.0,0.0,0.0
2021-01-19,251,288,208,321,2.1,2.2,2.1,0.0,0.0,0.0
2021-01-20,255,288,205,321,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-21,261,293,204,324,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-22,281,302,209,324,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-23,312,317,216,323,0.0,1.7,0.0,0.0,0.0,0.0
2021-01-24,342,345,223,326,1.8,2.2,1.5,0.0,0.0,0.0
2021-01-25,353,366,229,328,0.3,0.2,0.4,0.0,0.0,0.0
2021-01-26,367,376,233,327,0.4,0.6,0.2,0.0,0.0,0.0
2021-01-27,339,384,235,328,0.0,0.7,0.0,0.0,0.0,0.0
2021-01-28,329,375,236,325,1.7,0.6,2.3,0.0,0.0,0.0
2021-01-29,319,368,236,329,4.6,3.2,5.3,0.0,0.0,0.0
2021-01-30,320,360,235,324,1.8,0.9,1.3,0.0,0.0,0.0
2021-01-31,319,359,232,318,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,319,357,229,317,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-02,297,354,225,315,1.6,3.7,0.7,0.0,0.0,0.0
2021-02-03,273,342,219,317,3.5,6.0,3.3,0.0,0.0,0.0
2021-02-04,282,327,219,320,1.1,1.4,0.8,0.0,0.0,0.0
2021-02-05,333,331,222,329,0.5,0.0,0.6,0.0,0.0,0.0
2021-02-06,350,361,225,329,2.8,0.9,1.9,0.0,0.0,0.0
2021-02-07,337,380,228,325,5.1,7.0,8.6,0.0,0.0,0.0
2021-02-08,322,371,225,337,1.6,1.3,1.5,0.0,0.0,0.0
2021-02-09,317,357,228,336,0.4,1.3,2.0,0.0,0.0,0.0
2021-02-10,316,358,234,336,0.2,0.2,0.0,0.0,0.0,0.0
2021-02-11,299,356,238,332,0.1,0.0,0.3,0.0,0.0,0.0
2021-02-12,297,348,256,336,0.2,0.1,0.6,0.0,0.0,0.0
2021-02-13,296,339,264,337,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-14,286,338,256,339,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-15,288,331,251,339,1.7,1.3,2.5,0.0,0.0,0.0
2021-02-16,287,331,237,332,2.0,1.7,1.9,0.0,0.0,0.0
2021-02-17,281,332,224,325,3.0,2.3,1.3,0.0,0.0,0.0
2021-02-18,295,329,216,325,0.0,1.9,0.0,0.0,0.0,0.0
2021-02-19,330,341,219,330,0.0,0.0,0.1,0.0,0.0,0.0
2021-02-20,373,367,227,341,0.0,0.0,0.3,0.0,0.0,0.0
2021-02-21,387,393,240,339,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-22,382,406,251,337,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-23,384,405,256,342,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-24,412,404,258,352,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-25,417,413,257,353,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,408,420,254,349,0.0,0.8,0.2,0.0,0.0,0.0
2021-02-27,406,419,250,349,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-28,403,415,246,348,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,400,413,240,346,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-02,382,410,235,338,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-03,351,401,229,330,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-04,349,384,225,324,1.1,1.1,0.4,0.0,0.0,0.0
2021-03-05,335,376,222,322,0.4,0.1,0.0,0.0,0.0,0.0
2021-03-06,329,368,220,324,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-07,348,361,216,328,0.7,0.8,1.2,0.0,0.0,0.0
2021-03-08,318,368,213,323,0.2,0.0,0.0,0.0,0.0,0.0
2021-03-09,289,357,209,322,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-10,305,331,206,322,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-11,296,342,204,319,3.2,3.9,1.0,0.0,0.0,0.0
2021-03-12,281,335,203,321,1.6,2.0,2.5,0.0,0.0,0.0
2021-03-13,280,324,204,322,0.0,0.8,0.6,0.0,0.0,0.0
2021-03-14,278,322,205,321,1.8,0.6,0.2,0.0,0.0,0.0
2021-03-15,292,317,205,320,1.3,1.1,1.1,0.0,0.0,0.0
2021-03-16,282,323,204,319,3.7,7.5,1.9,0.0,0.0,0.0
2021-03-17,279,327,203,319,0.2,0.2,0.0,0.0,0.0,0.0
2021-03-18,275,319,204,318,0.1,0.0,1.1,0.0,0.0,0.0
2021-03-19,275,318,206,320,2.7,4.2,2.4,0.0,0.0,0.0
2021-03-20,268,317,206,320,0.0,0.1,0.0,0.0,0.0,0.0
2021-03-21,272,316,207,320,3.5,4.9,6.2,0.0,0.0,0.0
2021-03-22,279,314,208,319,0.0,0.1,0.0,0.0,0.0,0.0
2021-03-23,263,316,208,318,0.1,0.0,0.0,0.0,0.0,0.0
2021-03-24,258,311,208,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-25,256,303,210,319,0.0,0.2,0.0,0.0,0.0,0.0
2021-03-26,268,302,209,321,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-27,259,310,206,319,1.0,1.0,0.5,0.0,0.0,0.0
2021-03-28,261,304,203,322,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-29,266,299,201,322,0.1,0.4,0.2,0.0,0.0,0.0
2021-03-30,263,301,198,324,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-31,266,300,196,324,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,273,306,195,322,3.1,1.4,2.7,0.0,0.0,0.0
2021-04-02,273,306,193,322,1.1,0.1,1.4,0.0,0.0,0.0
2021-04-03,274,308,191,321,3.3,0.8,0.8,0.0,0.0,0.0
2021-04-04,265,309,189,321,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-05,271,303,186,321,4.0,5.2,4.8,0.0,0.0,0.0
2021-04-06,276,303,186,321,0.0,0.5,0.2,0.0,0.0,0.0
2021-04-07,258,309,186,320,1.1,2.4,1.4,0.0,0.0,0.0
2021-04-08,270,297,184,322,0.2,0.1,0.0,0.0,0.0,0.0
2021-04-09,257,301,185,318,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-10,259,298,185,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-11,260,293,184,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-12,259,296,182,322,2.5,2.5,8.2,0.0,0.0,0.0
2021-04-13,261,293,179,322,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14,260,292,176,321,0.3,0.1,0.0,0.0,0.0,0.0
2021-04-15,293,296,176,322,12.5,10.7,10.5,0.0,0.0,0.0
2021-04-16,316,318,178,326,3.8,2.9,4.8,0.0,0.0,0.0
2021-04-17,351,340,185,330,0.4,1.9,0.1,0.0,0.0,0.0
2021-04-18,344,365,195,326,0.0,4.6,0.0,0.0,0.0,0.0
2021-04-19,348,370,207,328,8.7,2.5,0.9,0.0,0.0,0.0
2021-04-20,354,368,227,331,0.5,1.0,0.3,0.0,0.0,0.0
2021-04-21,353,370,238,329,0.6,0.3,1.2,0.0,0.0,0.0
2021-04-22,360,376,243,333,0.8,1.2,0.4,0.0,0.0,0.0
2021-04-23,360,376,239,331,0.3,0.1,1.7,0.0,0.0,0.0
2021-04-24,356,388,226,329,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,339,383,214,324,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,323,370,204,323,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,303,354,198,322,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28,294,344,193,321,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,285,325,188,320,0.0,0.5,0.8,0.0,0.0,0.0
2021-04-30,270,322,184,320,6.5,4.6,2.9,0.0,0.0,0.0
2021-05-01,276,312,181,321,21.3,13.9,22.1,0.0,0.0,0.0
2021-05-02,300,312,190,321,24.5,41.0,13.0,0.0,0.0,0.0
2021-05-03,346,342,246,331,0.0,0.3,0.0,0.0,0.0,0.0
2021-05-04,396,384,278,336,0.0,0.1,0.2,0.0,0.0,0.0
2021-05-05,371,414,289,328,0.2,0.0,0.3,0.0,0.0,0.0
2021-05-06,359,415,310,325,0.4,4.2,7.6,0.0,0.0,0.0
2021-05-07,352,407,320,323,5.7,3.7,0.8,0.0,0.0,0.0
2021-05-08,338,402,318,322,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-09,329,393,315,323,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,317,385,310,323,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-11,313,375,304,322,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,298,366,295,321,1.1,0.0,0.4,0.0,0.0,0.0
2021-05-13,302,357,285,323,0.0,0.3,0.0,0.0,0.0,0.0
2021-05-14,378,356,273,334,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-15,427,394,263,368,8.2,0.4,2.2,0.0,0.0,0.0
2021-05-16,456,419,250,367,0.0,3.0,0.8,0.0,0.0,0.0
2021-05-17,408,438,238,335,0.0,0.0,3.8,0.0,0.0,0.0
2021-05-18,416,431,228,336,2.3,2.8,2.0,0.0,0.0,0.0
2021-05-19,464,422,221,358,1.6,1.3,0.0,0.0,0.0,0.0
2021-05-20,492,434,215,374,0.1,2.9,0.0,0.0,0.0,0.0
2021-05-21,458,451,209,357,0.0,0.1,0.2,0.0,0.0,0.0
2021-05-22,409,456,203,346,1.0,2.5,0.0,0.0,0.0,0.0
2021-05-23,371,436,197,340,0.0,0.7,0.0,0.0,0.0,0.0
2021-05-24,364,408,192,339,1.8,0.4,2.1,0.0,0.0,0.0
2021-05-25,344,393,187,330,0.5,2.6,0.1,0.0,0.0,0.0
2021-05-26,312,380,183,319,0.1,0.4,0.0,0.0,0.0,0.0
2021-05-27,294,358,179,320,0.2,0.7,0.0,0.0,0.0,0.0
2021-05-28,280,340,176,320,3.6,3.5,9.0,0.0,0.0,0.0
2021-05-29,280,328,172,320,0.9,0.7,1.6,0.0,0.0,0.0
2021-05-30,279,324,169,318,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-31,274,321,167,321,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,294,317,165,323,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-02,273,326,162,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-03,255,316,158,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-04,255,300,155,319,0.0,1.2,1.0,0.0,0.0,0.0
2021-06-05,242,293,153,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-06,240,285,150,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-07,240,277,148,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-08,234,276,146,318,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-09,226,271,145,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-10,215,261,143,320,0.0,0.0,0.4,0.0,0.0,0.0
2021-06-11,215,249,142,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-12,209,245,141,320,23.6,12.4,18.2,0.0,0.0,0.0
2021-06-13,226,241,140,321,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-14,231,230,139,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-15,222,256,138,317,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-16,231,257,138,317,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-17,244,232,137,321,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-18,244,211,137,324,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-19,263,217,137,324,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-20,247,223,137,323,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-21,251,228,137,319,8.6,1.2,6.9,0.0,0.0,0.0
2021-06-22,248,226,138,324,0.0,17.3,0.0,0.0,0.0,0.0
2021-06-23,248,219,137,324,8.3,5.0,8.5,0.0,0.0,0.0
2021-06-24,256,209,138,323,0.0,0.1,0.3,0.0,0.0,0.0
2021-06-25,256,228,138,320,0.8,0.0,2.4,0.0,0.0,0.0
2021-06-26,299,237,138,323,5.4,0.0,0.0,0.0,0.0,0.0
2021-06-27,262,257,138,316,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-28,251,261,138,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-29,251,231,140,316,1.3,1.2,3.1,0.0,0.0,0.0
2021-06-30,252,224,142,321,15.5,19.1,0.0,0.0,0.0,0.0
2021-07-01,250,208,142,321,0.0,0.0,4.2,0.0,0.0,0.0
2021-07-02,271,205,142,319,4.5,2.2,0.7,0.0,0.0,0.0
2021-07-03,315,198,144,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-04,319,205,145,318,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-05,298,230,147,321,0.0,0.7,0.0,0.0,0.0,0.0
2021-07-06,297,217,153,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-07,297,199,155,321,0.0,0.0,0.2,0.0,0.0,0.0
2021-07-08,304,196,151,318,42.0,32.0,29.1,0.0,0.0,0.0
2021-07-09,331,195,156,321,34.5,3.9,25.5,0.0,0.0,0.0
2021-07-10,318,224,162,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-11,318,227,169,322,26.0,6.0,13.5,0.0,0.0,0.0
2021-07-12,323,217,182,320,7.8,1.5,2.8,0.0,0.0,0.0
2021-07-13,314,228,203,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-14,317,222,231,317,2.9,3.3,1.9,0.0,0.0,0.0
2021-07-15,322,219,241,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-16,323,215,248,321,0.0,0.2,0.0,0.0,0.0,0.0
2021-07-17,327,230,255,318,0.0,0.1,0.0,0.0,0.0,0.0
2021-07-18,330,234,259,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-19,329,253,258,317,0.2,0.0,0.0,0.0,0.0,0.0
2021-07-20,328,250,252,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-21,327,247,229,318,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-22,322,247,212,318,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-23,320,233,205,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-24,311,228,197,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-25,299,224,192,320,0.2,0.8,0.0,0.0,0.0,0.0
2021-07-26,305,208,189,319,3.7,7.5,0.0,0.0,0.0,0.0
2021-07-27,313,193,185,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-28,317,212,180,318,1.3,0.0,3.9,0.0,0.0,0.0
2021-07-29,314,219,175,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-30,309,226,166,321,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-31,308,215,165,320,0.0,0.0,0.9,0.0,0.0,0.0
2021-08-01,306,207,167,318,5.1,1.1,4.2,0.0,0.0,0.0
2021-08-02,309,189,167,319,0.2,0.1,0.0,0.0,0.0,0.0
2021-08-03,323,195,168,321,9.0,16.5,17.5,0.0,0.0,0.0
2021-08-04,318,219,168,319,0.5,0.0,1.2,0.0,0.0,0.0
2021-08-05,313,235,170,318,4.0,5.4,11.1,0.0,0.0,0.0
2021-08-06,356,222,169,322,0.0,0.2,0.0,0.0,0.0,0.0
2021-08-07,406,270,166,352,1.6,18.7,0.1,0.0,0.0,0.0
2021-08-08,404,328,152,335,0.0,0.1,0.0,0.0,0.0,0.0
2021-08-09,333,352,143,317,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-10,321,296,149,320,1.4,11.9,0.0,0.0,0.0,0.0
2021-08-11,327,258,157,324,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-12,316,249,160,322,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-13,323,245,162,321,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-14,313,243,163,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-15,307,234,163,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-16,311,223,162,320,9.7,2.0,2.7,0.0,0.0,0.0
2021-08-17,316,217,162,317,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-18,330,194,162,322,0.1,0.0,0.0,0.0,0.0,0.0
2021-08-19,342,192,162,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-20,343,215,173,317,6.1,3.8,0.2,0.0,0.0,0.0
2021-08-21,360,200,186,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-22,374,188,196,321,9.5,23.3,7.4,0.0,0.0,0.0
2021-08-23,376,186,204,319,6.4,24.7,11.5,0.0,0.0,0.0
2021-08-24,375,195,207,318,0.8,0.0,0.4,0.0,0.0,0.0
2021-08-25,376,192,221,320,2.5,1.7,4.0,0.0,0.0,0.0
2021-08-26,381,200,205,321,7.7,6.6,1.2,0.0,0.0,0.0
2021-08-27,385,214,198,321,1.9,0.2,0.0,0.0,0.0,0.0
2021-08-28,384,228,206,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-29,383,237,216,319,0.3,2.7,0.0,0.0,0.0,0.0
2021-08-30,385,237,244,317,13.6,13.0,11.8,0.0,0.0,0.0
2021-08-31,397,239,245,317,10.2,1.7,13.0,0.0,0.0,0.0
2021-09-01,406,260,241,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-02,461,283,240,363,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-03,492,345,243,382,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-04,403,402,249,338,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-05,352,393,257,324,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-06,397,329,265,322,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-07,393,297,262,324,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-08,389,289,261,323,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-09,390,280,257,324,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-10,379,267,251,324,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-11,334,271,243,321,0.0,0.0,0.4,0.0,0.0,0.0
2021-09-12,332,275,237,321,0.0,0.0,0.4,0.0,0.0,0.0
2021-09-13,333,262,234,322,0.0,0.0,0.2,0.0,0.0,0.0
2021-09-14,336,264,231,321,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-15,333,265,225,320,0.0,0.0,0.2,0.0,0.0,0.0
2021-09-16,329,258,221,322,0.2,2.1,2.1,0.0,0.0,0.0
2021-09-17,327,247,219,321,0.2,0.4,0.1,0.0,0.0,0.0
2021-09-18,335,249,218,323,3.0,2.1,1.3,0.0,0.0,0.0
2021-09-19,339,251,221,317,0.0,0.1,0.0,0.0,0.0,0.0
2021-09-20,330,269,224,319,0.0,0.1,0.0,0.0,0.0,0.0
2021-09-21,330,259,226,322,13.0,13.7,12.3,0.0,0.0,0.0
2021-09-22,332,256,228,323,0.3,0.1,0.0,0.0,0.0,0.0
2021-09-23,334,258,229,325,0.0,0.5,0.0,0.0,0.0,0.0
2021-09-24,342,256,231,325,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-25,334,269,232,322,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-26,334,269,234,324,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-27,329,261,237,322,0.0,0.0,0.2,0.0,0.0,0.0
2021-09-28,330,256,236,321,1.0,0.7,0.0,0.0,0.0,0.0
2021-09-29,329,254,228,322,2.5,1.1,2.3,0.0,0.0,0.0
2021-09-30,329,249,230,320,0.0,0.1,0.0,0.0,0.0,0.0
2021-10-01,324,251,224,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-02,324,244,215,321,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-03,324,242,209,322,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04,321,238,217,322,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05,315,230,221,321,0.1,9.6,0.3,0.0,0.0,0.0
2021-10-06,321,223,222,320,0.4,0.0,1.3,0.0,0.0,0.0
2021-10-07,321,215,220,322,0.7,0.1,0.0,0.0,0.0,0.0
2021-10-08,321,216,220,325,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-09,325,225,221,323,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-10,319,239,221,322,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-11,321,221,222,324,0.0,0.3,0.0,0.0,0.0,0.0
2021-10-12,320,224,222,323,4.3,6.1,4.3,0.0,0.0,0.0
2021-10-13,323,229,222,323,0.5,0.2,1.7,0.0,0.0,0.0
2021-10-14,323,228,219,324,1.0,0.9,0.0,0.0,0.0,0.0
2021-10-15,329,227,211,326,1.2,0.9,1.7,0.0,0.0,0.0
2021-10-16,324,244,203,325,0.0,0.2,0.0,0.0,0.0,0.0
2021-10-17,327,239,198,325,1.0,0.9,0.9,0.0,0.0,0.0
2021-10-18,326,238,196,323,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-19,326,239,193,322,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-20,327,236,189,323,0.0,0.3,2.6,0.0,0.0,0.0
2021-10-21,324,240,188,320,0.0,1.3,0.0,0.0,0.0,0.0
2021-10-22,334,230,184,319,1.4,0.3,0.6,0.0,0.0,0.0
2021-10-23,327,231,182,320,0.1,0.0,0.1,0.0,0.0,0.0
2021-10-24,324,236,171,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-25,322,228,171,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-26,322,226,174,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-27,322,225,177,320,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28,317,224,177,318,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-29,317,214,177,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-30,316,208,177,319,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-31,316,209,178,317,0.0,0.0,0.0,0.0,0.0,0.0
